Opportunity_ID,Target
12173,1
12172,1
11408,1
12232,1
12233,1
11990,1
10796,1
10797,1
11997,1
11019,1
11652,0
11409,1
12230,1
10799,1
10800,1
11651,1
10733,1
10732,1
12287,1
12288,1
10957,0
10958,0
11407,1
12267,1
11993,1
10953,0
10955,0
10956,0
10802,1
10703,1
10701,1
12274,1
12276,1
10697,1
10700,1
10698,1
10699,1
10702,1
11996,1
10695,1
10696,1
11978,1
11515,0
10798,1
12268,1
12265,1
12266,1
12269,1
12270,1
10825,1
12033,1
11247,0
10740,0
12086,0
11961,1
12088,0
11998,0
11244,0
12176,1
11103,0
11533,0
11289,0
11291,0
12253,0
11577,0
10978,0
11313,1
12255,0
11745,0
11876,0
11694,0
11227,0
12059,0
10713,0
12273,1
11479,0
12092,1
10726,1
10734,0
10711,0
11550,0
12057,1
12058,0
11571,0
11574,1
11578,0
11586,1
11605,0
10862,0
11746,0
11099,0
11679,0
10710,0
12256,0
12100,1
11101,0
12099,1
11664,0
11673,0
12090,0
12179,1
12252,0
12178,0
12093,1
10980,1
11576,0
10717,0
12091,1
11328,1
11411,1
11539,1
12022,0
12290,0
11553,0
11270,0
11481,0
11482,0
10824,1
10898,0
10952,1
10954,1
11243,0
11936,1
11834,0
12281,0
11582,1
11912,1
10844,1
10727,0
11842,0
12291,0
11100,0
11105,0
11759,0
12237,1
10750,0
10902,0
10877,1
11535,1
11049,0
11653,1
11841,0
12231,1
11098,0
11670,1
11671,1
11306,0
11254,1
11442,0
10811,1
11551,1
11943,1
11875,0
11387,0
11820,1
11440,1
11573,0
12050,0
12031,1
10991,0
11994,1
11036,1
10938,0
10770,0
10992,0
11014,1
10936,1
11230,1
10931,1
11723,1
10728,1
11256,1
12236,1
11255,1
11233,1
11500,1
11665,1
12191,1
11287,1
11235,0
12085,1
12293,1
10709,1
11348,1
11478,1
12342,1
10725,1
12087,1
10827,1
11229,1
11414,1
11663,1
12167,1
10932,1
11231,1
11935,1
11232,1
12075,1
11721,1
11811,1
10777,1
12292,1
11366,0
11666,0
11234,1
12106,1
11304,1
11498,0
11532,1
12017,1
10930,1
11980,1
11499,0
12076,1
12254,1
11968,1
10773,1
12343,1
10804,1
11236,1
10805,0
11695,1
12051,0
12289,1
11969,1
11917,0
11871,0
11305,1
11097,0
12160,1
11787,1
10826,1
12222,1
11298,0
11076,1
11362,0
12310,1
11474,1
12358,0
11472,1
12157,0
12158,1
12181,0
12159,0
10705,1
11627,1
11626,1
12021,1
11988,1
11962,1
11534,0
12177,0
10842,1
10843,1
11361,0
11286,0
10780,1
10990,0
11995,0
12018,0
12229,1
11878,0
12027,0
12166,1
11613,1
11773,1
11048,1
11797,1
12169,1
10840,0
10935,1
11824,1
10933,1
