Opportunity_ID,Target
12173,0.708
12172,0.693
11408,0.667
12232,0.664
12233,0.651
11990,0.602
10796,0.659
10797,0.6
11997,0.767
11019,0.692
11652,0.479
11409,0.418
12230,0.604
10799,0.604
10800,0.602
11651,0.724
10733,0.583
10732,0.583
12287,0.499
12288,0.766
10957,0.329
10958,0.319
11407,0.675
12267,0.55
11993,0.553
10953,0.257
10955,0.329
10956,0.319
10802,0.583
10703,0.519
10701,0.519
12274,0.619
12276,0.664
10697,0.637
10700,0.519
10698,0.602
10699,0.634
10702,0.458
11996,0.646
10695,0.546
10696,0.583
11978,0.67
11515,0.372
10798,0.583
12268,0.627
12265,0.675
12266,0.573
12269,0.639
12270,0.602
10825,0.706
12033,0.304
11247,0.316
10740,0.547
12086,0.356
11961,0.688
12088,0.571
11998,0.571
11244,0.357
12176,0.688
11103,0.404
11533,0.386
11289,0.356
11291,0.332
12253,0.32
11577,0.356
10978,0.583
11313,0.684
12255,0.357
11745,0.316
11876,0.349
11694,0.571
11227,0.338
12059,0.286
10713,0.571
12273,0.505
11479,0.356
12092,0.684
10726,0.693
10734,0.356
10711,0.571
11550,0.574
12057,0.688
12058,0.571
11571,0.389
11574,0.689
11578,0.338
11586,0.762
11605,0.328
10862,0.35
11746,0.279
11099,0.366
11679,0.501
10710,0.571
12256,0.374
12100,0.669
11101,0.571
12099,0.584
11664,0.567
11673,0.35
12090,0.571
12179,0.688
12252,0.357
12178,0.542
12093,0.684
10980,0.684
11576,0.69
10717,0.356
12091,0.687
11328,0.69
11411,0.691
11539,0.512
12022,0.257
12290,0.393
11553,0.251
11270,0.326
11481,0.324
11482,0.287
10824,0.608
10898,0.296
10952,0.688
10954,0.704
11243,0.291
11936,0.69
11834,0.283
12281,0.357
11582,0.613
11912,0.506
10844,0.686
10727,0.351
11842,0.29
12291,0.35
11100,0.582
11105,0.502
11759,0.571
12237,0.512
10750,0.58
10902,0.387
10877,0.8
11535,0.506
11049,0.328
11653,0.692
11841,0.285
12231,0.688
11098,0.284
11670,0.657
11671,0.69
11306,0.274
11254,0.673
11442,0.322
10811,0.69
11551,0.742
11943,0.69
11875,0.322
11387,0.341
11820,0.78
11440,0.741
11573,0.356
12050,0.356
12031,0.715
10991,0.252
11994,0.75
11036,0.748
10938,0.322
10770,0.418
10992,0.307
11014,0.642
10936,0.546
11230,0.49
10931,0.781
11723,0.757
10728,0.74
11256,0.74
12236,0.801
11255,0.764
11233,0.746
11500,0.798
11665,0.68
12191,0.725
11287,0.74
11235,0.369
12085,0.738
12293,0.746
10709,0.743
11348,0.799
11478,0.748
12342,0.743
10725,0.74
12087,0.786
10827,0.742
11229,0.738
11414,0.74
11663,0.742
12167,0.747
10932,0.74
11231,0.759
11935,0.708
11232,0.675
12075,0.746
11721,0.741
11811,0.741
10777,0.701
12292,0.721
11366,0.745
11666,0.49
11234,0.742
12106,0.74
11304,0.786
11498,0.243
11532,0.693
12017,0.769
10930,0.616
11980,0.742
11499,0.375
12076,0.742
12254,0.747
11968,0.751
10773,0.683
12343,0.741
10804,0.752
11236,0.807
10805,0.349
11695,0.693
12051,0.282
12289,0.715
11969,0.781
11917,0.304
11871,0.338
11305,0.305
11097,0.37
12160,0.738
11787,0.801
10826,0.781
12222,0.721
11298,0.365
11076,0.654
11362,0.364
12310,0.765
11474,0.789
12358,0.542
11472,0.759
12157,0.583
12158,0.596
12181,0.532
12159,0.374
10705,0.73
11627,0.73
11626,0.765
12021,0.68
11988,0.739
11962,0.758
11534,0.69
12177,0.745
10842,0.758
10843,0.731
11361,0.35
11286,0.325
10780,0.767
10990,0.244
11995,0.327
12018,0.332
12229,0.789
11878,0.678
12027,0.531
12166,0.689
11613,0.669
11773,0.708
11048,0.72
11797,0.742
12169,0.687
10840,0.501
10935,0.694
11824,0.593
10933,0.737
11649,0.637
11494,0.329
12140,0.642
11047,0.739
11614,0.777
11650,0.795
12125,0.791
10929,0.757
11750,0.741
11763,0.741
11764,0.737
12126,0.741
11386,0.754
11012,0.767
11085,0.772
12212,0.79
11342,0.743
12005,0.785
11042,0.672
12305,0.746
11796,0.737
12006,0.737
12007,0.737
12008,0.8
12243,0.32
11825,0.305
12306,0.348
11285,0.572
11738,0.367
10934,0.719
11495,0.357
11493,0.569
11615,0.224
11617,0.439
11616,0.285
11284,0.282
10860,0.283
11756,0.673
11374,0.265
10822,0.346
12004,0.357
11283,0.311
11683,0.246
12299,0.357
11806,0.691
10738,0.735
12307,0.723
12308,0.69
11359,0.32
11977,0.697
12309,0.325
11765,0.321
12056,0.258
11793,0.215
11772,0.742
11737,0.731
11011,0.718
11612,0.682
11002,0.605
12168,0.307
11648,0.324
11492,0.593
11013,0.285
12262,0.593
12003,0.782
11813,0.308
10912,0.739
11385,0.353
10760,0.282
11451,0.384
11448,0.426
11791,0.747
10908,0.283
11433,0.549
11434,0.524
11422,0.278
11429,0.257
11428,0.26
12038,0.67
11449,0.235
12211,0.778
11949,0.306
12068,0.737
12067,0.737
12066,0.737
12069,0.737
12065,0.739
10737,0.746
10748,0.742
10872,0.235
10789,0.536
11579,0.581
12218,0.759
10765,0.319
11321,0.375
11890,0.745
10907,0.742
11363,0.287
10749,0.736
11380,0.429
12026,0.599
12011,0.686
12216,0.77
10757,0.741
10873,0.322
12012,0.67
11945,0.323
12225,0.759
11862,0.593
11863,0.593
11751,0.593
11728,0.718
11718,0.673
12064,0.678
12217,0.741
10718,0.74
10951,0.689
11483,0.741
11948,0.688
12164,0.253
11088,0.35
10720,0.543
11431,0.39
11432,0.39
11430,0.226
11452,0.517
11421,0.735
11423,0.763
11455,0.712
11450,0.688
10758,0.752
12282,0.74
12104,0.384
11766,0.739
11972,0.744
11779,0.294
11688,0.322
11459,0.298
11816,0.273
10691,0.787
12105,0.553
11659,0.738
12264,0.741
12356,0.351
11686,0.215
12072,0.786
11946,0.322
11947,0.321
11956,0.708
