Opportunity_ID,Target
12173,0.56
12172,0.528
11408,0.576
12232,0.488
12233,0.528
11990,0.48
10796,0.504
10797,0.416
11997,0.696
11019,0.48
11652,0.256
11409,0.248
12230,0.512
10799,0.48
10800,0.392
11651,0.544
10733,0.488
10732,0.448
12287,0.44
12288,0.544
10957,0.208
10958,0.128
11407,0.544
12267,0.456
11993,0.392
10953,0.16
10955,0.24
10956,0.152
10802,0.464
10703,0.52
10701,0.52
12274,0.568
12276,0.528
10697,0.568
10700,0.536
10698,0.56
10699,0.544
10702,0.504
11996,0.392
10695,0.496
10696,0.488
11978,0.496
11515,0.144
10798,0.456
12268,0.504
12265,0.536
12266,0.52
12269,0.536
12270,0.528
10825,0.48
12033,0.088
11247,0.128
10740,0.392
12086,0.344
11961,0.536
12088,0.392
11998,0.472
11244,0.16
12176,0.432
11103,0.44
11533,0.432
11289,0.328
11291,0.312
12253,0.216
11577,0.432
10978,0.504
11313,0.552
12255,0.288
11745,0.376
11876,0.336
11694,0.432
11227,0.064
12059,0.208
10713,0.536
12273,0.544
11479,0.392
12092,0.592
10726,0.504
10734,0.424
10711,0.52
11550,0.16
12057,0.576
12058,0.336
11571,0.408
11574,0.512
11578,0.296
11586,0.656
11605,0.36
10862,0.344
11746,0.272
11099,0.504
11679,0.248
10710,0.464
12256,0.328
12100,0.536
11101,0.416
12099,0.64
11664,0.136
11673,0.336
12090,0.448
12179,0.592
12252,0.456
12178,0.4
12093,0.544
10980,0.608
11576,0.616
10717,0.392
12091,0.64
11328,0.632
11411,0.584
11539,0.488
12022,0.056
12290,0.392
11553,0.144
11270,0.296
11481,0.04
11482,0.04
10824,0.16
10898,0.248
10952,0.656
10954,0.664
11243,0.248
11936,0.656
11834,0.176
12281,0.4
11582,0.56
11912,0.504
10844,0.584
10727,0.336
11842,0.2
12291,0.352
11100,0.512
11105,0.176
11759,0.592
12237,0.616
10750,0.6
10902,0.4
10877,0.56
11535,0.424
11049,0.28
11653,0.648
11841,0.184
12231,0.472
11098,0.2
11670,0.6
11671,0.56
11306,0.104
11254,0.504
11442,0.072
10811,0.264
11551,0.448
11943,0.6
11875,0.208
11387,0.144
11820,0.632
11440,0.576
11573,0.264
12050,0.32
12031,0.6
10991,0.16
11994,0.568
11036,0.624
10938,0.216
10770,0.344
10992,0.048
11014,0.64
10936,0.528
11230,0.456
10931,0.656
11723,0.592
10728,0.536
11256,0.68
12236,0.544
11255,0.576
11233,0.64
11500,0.648
11665,0.24
12191,0.632
11287,0.68
11235,0.104
12085,0.648
12293,0.672
10709,0.672
11348,0.688
11478,0.68
12342,0.672
10725,0.736
12087,0.576
10827,0.712
11229,0.568
11414,0.6
11663,0.6
12167,0.672
10932,0.536
11231,0.528
11935,0.456
11232,0.528
12075,0.68
11721,0.624
11811,0.624
10777,0.448
12292,0.512
11366,0.728
11666,0.408
11234,0.656
