Opportunity_ID,Target
12173,0.3537169
12172,0.26091865
11408,0.98202443
12232,0.63037866
12233,0.8224694
11990,0.35903996
10796,0.32987463
10797,0.26881012
11997,0.9472537
11019,0.4309246
11652,0.6072538
11409,0.05404352
12230,0.51277095
10799,0.42768618
10800,0.5310013
11651,0.9196555
10733,0.08994432
10732,0.08009959
12287,0.29658163
12288,0.5394252
10957,0.20318548
10958,0.053565085
11407,0.92858523
12267,0.089471735
11993,0.50468725
10953,0.037496846
10955,0.15086548
10956,0.051824298
10802,0.27329156
10703,0.13806646
10701,0.3301967
12274,0.4957176
12276,0.51088345
10697,0.5836602
10700,0.21594125
10698,0.41483137
10699,0.5051248
10702,0.4012143
11996,0.372066
10695,0.25067344
10696,0.20520452
11978,0.5140947
11515,0.012793082
10798,0.30589938
12268,0.18594274
12265,0.40998456
12266,0.2660226
12269,0.5987401
12270,0.19000278
10825,0.7397691
12033,0.0023391466
11247,0.00024975766
10740,0.6235204
12086,0.44578344
11961,0.41662037
12088,0.5944782
11998,0.66892886
11244,0.00034013504
12176,0.33571362
11103,0.75688857
11533,0.48237136
11289,0.52889746
11291,0.36282426
12253,0.12555343
11577,0.49103597
10978,0.91770655
11313,0.23104115
12255,0.19690993
11745,0.36816612
11876,0.48404264
11694,0.7145066
11227,0.0005237437
12059,0.060122542
10713,0.4033095
12273,0.582451
11479,0.13792358
12092,0.35908166
10726,0.60084003
10734,0.4198302
10711,0.8135961
11550,0.0005132989
12057,0.75858134
12058,0.77640545
11571,0.76118165
11574,0.32678854
11578,0.21644208
11586,0.89343685
11605,0.5591539
10862,0.45879447
11746,0.31834304
11099,0.6717771
11679,0.0041318755
10710,0.9033079
12256,0.3823118
12100,0.7853292
11101,0.44871837
12099,0.974189
11664,0.0018369231
11673,0.76687443
12090,0.32672724
12179,0.8918053
12252,0.8421275
12178,0.6642767
12093,0.679987
10980,0.42039046
11576,0.26171747
10717,0.1647656
12091,0.28291243
11328,0.60436636
11411,0.43359244
11539,0.82570565
12022,0.0022706338
12290,0.31265366
11553,0.040545795
11270,0.8455115
11481,0.0018422012
11482,0.0012017995
10824,0.005695422
10898,0.32145247
10952,0.4748165
10954,0.45514515
11243,0.31622338
11936,0.84899276
11834,0.2080416
12281,0.28467864
11582,0.8845387
11912,0.7750421
10844,0.59212714
10727,0.41498798
11842,0.032019228
12291,0.71724653
11100,0.72441936
11105,0.0041343807
11759,0.89070195
12237,0.8918245
10750,0.8384994
10902,0.5867452
10877,0.73352325
11535,0.8649017
11049,0.0470253
11653,0.4580439
11841,0.16335614
12231,0.16917017
11098,0.032167714
11670,0.6012503
11671,0.5286983
11306,0.0059214276
11254,0.56394917
11442,0.00037985615
10811,0.0022744064
11551,0.09619872
11943,0.47058788
11875,0.19028501
11387,0.05705004
11820,0.8406534
11440,0.9229793
11573,0.29134065
12050,0.42555448
12031,0.92856294
10991,0.10219568
11994,0.7083766
11036,0.73831826
10938,0.04253414
10770,0.7719766
10992,0.00044647133
11014,0.9506003
10936,0.9528207
11230,0.90090233
10931,0.9077802
11723,0.9423815
10728,0.97915846
11256,0.9953858
12236,0.81282294
11255,0.8428716
11233,0.8926326
11500,0.98567015
11665,0.004938188
12191,0.7113965
11287,0.98157114
11235,0.00010434241
12085,0.97680116
12293,0.98980343
10709,0.97411627
11348,0.98903114
11478,0.99774545
12342,0.99196094
10725,0.99081427
12087,0.9815896
10827,0.9939075
11229,0.96808594
11414,0.9830929
11663,0.983077
12167,0.9962837
10932,0.8971516
11231,0.6030284
11935,0.5582513
11232,0.5241076
12075,0.97639585
11721,0.9771503
11811,0.9653823
10777,0.7066608
12292,0.12557302
11366,0.9886376
11666,0.83335054
11234,0.9835259
